,Year,TotalTDFDistance,Stage
0,1919,5560,Stage 1 : Paris > Le Havre
1,1919,5560,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1919,5560,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1919,5560,Stage 4 : Brest > Les Sables
4,1919,5560,Stage 5 : Les Sables > Bayonne
5,1919,5560,Stage 6 : Bayonne > Luchon
6,1919,5560,Stage 7 : Luchon > Perpignan
7,1919,5560,Stage 8 : Perpignan > Marseille
8,1919,5560,Stage 9 : Marseille > Nice
9,1919,5560,Stage 10 : Nice > Grenoble
10,1919,5560,Stage 11 : Grenoble > Genève
11,1919,5560,Stage 12 : Genève > Strasbourg
12,1919,5560,Stage 13 : Strasbourg > Metz
13,1919,5560,Stage 14 : Metz > Dunkerque
14,1919,5560,Stage 15 : Dunkerque > Paris
0,1920,5503,Stage 1 : Paris > Le Havre
1,1920,5503,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1920,5503,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1920,5503,Stage 4 : Brest > Les Sables
4,1920,5503,Stage 5 : Les Sables > Bayonne
5,1920,5503,Stage 6 : Bayonne > Luchon
6,1920,5503,Stage 7 : Luchon > Perpignan
7,1920,5503,Stage 8 : Perpignan > Aix en Provence
8,1920,5503,Stage 9 : Aix en Provence > Nice
9,1920,5503,Stage 10 : Nice > Grenoble
10,1920,5503,Stage 11 : Grenoble > Gex
11,1920,5503,Stage 12 : Gex > Strasbourg
12,1920,5503,Stage 13 : Strasbourg > Metz
13,1920,5503,Stage 14 : Metz > Dunkerque
14,1920,5503,Stage 15 : Dunkerque > Paris
0,1921,5485,Stage 1 : Paris > Le Havre
1,1921,5485,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1921,5485,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1921,5485,Stage 4 : Brest > Les Sables
4,1921,5485,Stage 5 : Les Sables > Bayonne
5,1921,5485,Stage 6 : Bayonne > Luchon
6,1921,5485,Stage 7 : Luchon > Perpignan
7,1921,5485,Stage 8 : Perpignan > Toulon
8,1921,5485,Stage 9 : Toulon > Nice
9,1921,5485,Stage 10 : Nice > Grenoble
10,1921,5485,Stage 11 : Grenoble > Genève
11,1921,5485,Stage 12 : Genève > Strasbourg
12,1921,5485,Stage 13 : Strasbourg > Metz
13,1921,5485,Stage 14 : Metz > Dunkerque
14,1921,5485,Stage 15 : Dunkerque > Paris
0,1922,5375,Stage 1 : Paris > Le Havre
1,1922,5375,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1922,5375,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1922,5375,Stage 4 : Brest > Les Sables
4,1922,5375,Stage 5 : Les Sables > Bayonne
5,1922,5375,Stage 6 : Bayonne > Luchon
6,1922,5375,Stage 7 : Luchon > Perpignan
7,1922,5375,Stage 8 : Perpignan > Toulon
8,1922,5375,Stage 9 : Toulon > Nice
9,1922,5375,Stage 10 : Nice > Briançon
10,1922,5375,Stage 11 : Briançon > Genève
11,1922,5375,Stage 12 : Genève > Strasbourg
12,1922,5375,Stage 13 : Strasbourg > Metz
13,1922,5375,Stage 14 : Metz > Dunkerque
14,1922,5375,Stage 15 : Dunkerque > Paris
0,1923,5386,Stage 1 : Paris > Le Havre
1,1923,5386,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1923,5386,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1923,5386,Stage 4 : Brest > Les Sables
4,1923,5386,Stage 5 : Les Sables > Bayonne
5,1923,5386,Stage 6 : Bayonne > Luchon
6,1923,5386,Stage 7 : Luchon > Perpignan
7,1923,5386,Stage 8 : Perpignan > Toulon
8,1923,5386,Stage 9 : Toulon > Nice
9,1923,5386,Stage 10 : Nice > Briançon
10,1923,5386,Stage 11 : Briançon > Genève
11,1923,5386,Stage 12 : Genève > Strasbourg
12,1923,5386,Stage 13 : Strasbourg > Metz
13,1923,5386,Stage 14 : Metz > Dunkerque
14,1923,5386,Stage 15 : Dunkerque > Paris
0,1924,5425,Stage 1 : Paris > Le Havre
1,1924,5425,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1924,5425,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1924,5425,Stage 4 : Brest > Les Sables
4,1924,5425,Stage 5 : Les Sables > Bayonne
5,1924,5425,Stage 6 : Bayonne > Luchon
6,1924,5425,Stage 7 : Luchon > Perpignan
7,1924,5425,Stage 8 : Perpignan > Toulon
8,1924,5425,Stage 9 : Toulon > Nice
9,1924,5425,Stage 10 : Nice > Briançon
10,1924,5425,Stage 11 : Briançon > Gex
11,1924,5425,Stage 12 : Gex > Strasbourg
12,1924,5425,Stage 13 : Strasbourg > Metz
13,1924,5425,Stage 14 : Metz > Dunkerque
14,1924,5425,Stage 15 : Dunkerque > Paris
0,1925,5440,Stage 1 : Paris > Le Havre
1,1925,5440,Stage 2 : Le Havre > Cherbourg-en-Cotentin
2,1925,5440,Stage 3 : Cherbourg-en-Cotentin > Brest
3,1925,5440,Stage 4 : Brest > Vannes
4,1925,5440,Stage 5 : Vannes > Les Sables
5,1925,5440,Stage 6 : Les Sables > Bordeaux
6,1925,5440,Stage 7 : Bordeaux > Bayonne
7,1925,5440,Stage 8 : Bayonne > Luchon
8,1925,5440,Stage 9 : Luchon > Perpignan
9,1925,5440,Stage 10 : Perpignan > Nîmes
10,1925,5440,Stage 11 : Nîmes > Toulon
11,1925,5440,Stage 12 : Toulon > Nice
12,1925,5440,Stage 13 : Nice > Briançon
13,1925,5440,Stage 14 : Briançon > Evian-les-Bains
14,1925,5440,Stage 15 : Evian-les-Bains > Mulhouse
15,1925,5440,Stage 16 : Mulhouse > Metz
16,1925,5440,Stage 17 : Metz > Dunkerque
17,1925,5440,Stage 18 : Dunkerque > Paris
0,1926,5745,Stage 1 : Evian-les-Bains > Mulhouse
1,1926,5745,Stage 2 : Mulhouse > Metz
2,1926,5745,Stage 3 : Metz > Dunkerque
3,1926,5745,Stage 4 : Dunkerque > Le Havre
4,1926,5745,Stage 5 : Le Havre > Cherbourg-en-Cotentin
5,1926,5745,Stage 6 : Cherbourg-en-Cotentin > Brest
6,1926,5745,Stage 7 : Brest > Les Sables
7,1926,5745,Stage 8 : Les Sables > Bordeaux
8,1926,5745,Stage 9 : Bordeaux > Bayonne
9,1926,5745,Stage 10 : Bayonne > Luchon
10,1926,5745,Stage 11 : Luchon > Perpignan
11,1926,5745,Stage 12 : Perpignan > Toulon
12,1926,5745,Stage 13 : Toulon > Nice
13,1926,5745,Stage 14 : Nice > Briançon
14,1926,5745,Stage 15 : Briançon > Evian-les-Bains
15,1926,5745,Stage 16 : Evian-les-Bains > Dijon
16,1926,5745,Stage 17 : Dijon > Paris
0,1927,5398,Stage 1 : Paris > Dieppe
1,1927,5398,Stage 2 : Dieppe > Le Havre
2,1927,5398,Stage 3 : Le Havre > Caen
3,1927,5398,Stage 4 : Caen > Cherbourg-en-Cotentin
4,1927,5398,Stage 5 : Cherbourg-en-Cotentin > Dinan
5,1927,5398,Stage 6 : Dinan > Brest
6,1927,5398,Stage 7 : Brest > Vannes
7,1927,5398,Stage 8 : Vannes > Les Sables
8,1927,5398,Stage 9 : Les Sables > Bordeaux
9,1927,5398,Stage 10 : Bordeaux > Bayonne
10,1927,5398,Stage 11 : Bayonne > Luchon
11,1927,5398,Stage 12 : Luchon > Perpignan
12,1927,5398,Stage 13 : Perpignan > Marseille
13,1927,5398,Stage 14 : Marseille > Toulon
14,1927,5398,Stage 15 : Toulon > Nice
15,1927,5398,Stage 16 : Nice > Briançon
16,1927,5398,Stage 17 : Briançon > Evian-les-Bains
17,1927,5398,Stage 18 : Evian-les-Bains > Pontarlier
18,1927,5398,Stage 19 : Pontarlier > Belfort
19,1927,5398,Stage 20 : Belfort > Strasbourg
20,1927,5398,Stage 21 : Strasbourg > Metz
21,1927,5398,Stage 22 : Metz > Charleville-Mézières
22,1927,5398,Stage 23 : Charleville-Mézières > Dunkerque
23,1927,5398,Stage 24 : Dunkerque > Paris
0,1928,5476,Stage 1 : Paris > Caen
1,1928,5476,Stage 2 : Caen > Cherbourg-en-Cotentin
2,1928,5476,Stage 3 : Cherbourg-en-Cotentin > Dinan
3,1928,5476,Stage 4 : Dinan > Brest
4,1928,5476,Stage 5 : Brest > Vannes
5,1928,5476,Stage 6 : Vannes > Les Sables
6,1928,5476,Stage 7 : Les Sables > Bordeaux
7,1928,5476,Stage 8 : Bordeaux > Hendaye
8,1928,5476,Stage 9 : Hendaye > Luchon
9,1928,5476,Stage 10 : Luchon > Perpignan
10,1928,5476,Stage 11 : Perpignan > Marseille
11,1928,5476,Stage 12 : Marseille > Nice
12,1928,5476,Stage 13 : Nice > Grenoble
13,1928,5476,Stage 14 : Grenoble > Evian-les-Bains
14,1928,5476,Stage 15 : Evian-les-Bains > Pontarlier
15,1928,5476,Stage 16 : Pontarlier > Belfort
16,1928,5476,Stage 17 : Belfort > Strasbourg
17,1928,5476,Stage 18 : Strasbourg > Metz
18,1928,5476,Stage 19 : Metz > Charleville-Mézières
19,1928,5476,Stage 20 : Charleville-Mézières > Malo
20,1928,5476,Stage 21 : Malo > Dieppe
21,1928,5476,Stage 22 : Dieppe > Paris
0,1929,5286,Stage 1 : Paris > Caen
1,1929,5286,Stage 2 : Caen > Cherbourg-en-Cotentin
2,1929,5286,Stage 3 : Cherbourg-en-Cotentin > Dinan
3,1929,5286,Stage 4 : Dinan > Brest
4,1929,5286,Stage 5 : Brest > Vannes
5,1929,5286,Stage 6 : Vannes > Les Sables
6,1929,5286,Stage 7 : Les Sables > Bordeaux
7,1929,5286,Stage 8 : Bordeaux > Bayonne
8,1929,5286,Stage 9 : Bayonne > Luchon
9,1929,5286,Stage 10 : Luchon > Perpignan
10,1929,5286,Stage 11 : Perpignan > Marseille
11,1929,5286,Stage 12 : Marseille > Cannes
12,1929,5286,Stage 13 : Cannes > Nice
13,1929,5286,Stage 14 : Nice > Grenoble
14,1929,5286,Stage 15 : Grenoble > Evian-les-Bains
15,1929,5286,Stage 16 : Evian-les-Bains > Belfort
16,1929,5286,Stage 17 : Belfort > Strasbourg
17,1929,5286,Stage 18 : Strasbourg > Metz
18,1929,5286,Stage 19 : Metz > Charleville-Mézières
19,1929,5286,Stage 20 : Charleville-Mézières > Malo
20,1929,5286,Stage 21 : Malo > Dieppe
21,1929,5286,Stage 22 : Dieppe > Paris
0,1930,4822,Stage 1 : Paris > Caen
1,1930,4822,Stage 2 : Caen > Dinan
2,1930,4822,Stage 3 : Dinan > Brest
3,1930,4822,Stage 4 : Brest > Vannes
4,1930,4822,Stage 5 : Vannes > Les Sables
5,1930,4822,Stage 6 : Les Sables > Bordeaux
6,1930,4822,Stage 7 : Bordeaux > Hendaye
7,1930,4822,Stage 8 : Hendaye > Pau
8,1930,4822,Stage 9 : Pau > Luchon
9,1930,4822,Stage 10 : Luchon > Perpignan
10,1930,4822,Stage 11 : Perpignan > Montpellier
11,1930,4822,Stage 12 : Montpellier > Marseille
12,1930,4822,Stage 13 : Marseille > Cannes
13,1930,4822,Stage 14 : Cannes > Nice
14,1930,4822,Stage 15 : Nice > Grenoble
15,1930,4822,Stage 16 : Grenoble > Evian-les-Bains
16,1930,4822,Stage 17 : Evian-les-Bains > Belfort
17,1930,4822,Stage 18 : Belfort > Metz
18,1930,4822,Stage 19 : Metz > Charleville-Mézières
19,1930,4822,Stage 20 : Charleville-Mézières > Malo
20,1930,4822,Stage 21 : Malo > Paris
0,1931,5091,Stage 1 : Paris > Caen
1,1931,5091,Stage 2 : Caen > Dinan
2,1931,5091,Stage 3 : Dinan > Brest
3,1931,5091,Stage 4 : Brest > Vannes
4,1931,5091,Stage 5 : Vannes > Les Sables
5,1931,5091,Stage 6 : Les Sables > Bordeaux
6,1931,5091,Stage 7 : Bordeaux > Bayonne
7,1931,5091,Stage 8 : Bayonne > Pau
8,1931,5091,Stage 9 : Pau > Luchon
9,1931,5091,Stage 10 : Luchon > Perpignan
10,1931,5091,Stage 11 : Perpignan > Montpellier
11,1931,5091,Stage 12 : Montpellier > Marseille
12,1931,5091,Stage 13 : Marseille > Cannes
13,1931,5091,Stage 14 : Cannes > Nice
14,1931,5091,Stage 15 : Nice > Gap
15,1931,5091,Stage 16 : Gap > Grenoble
16,1931,5091,Stage 17 : Grenoble > Aix-les-Bains
17,1931,5091,Stage 18 : Aix-les-Bains > Evian-les-Bains
18,1931,5091,Stage 19 : Evian-les-Bains > Belfort
19,1931,5091,Stage 20 : Belfort > Colmar
20,1931,5091,Stage 21 : Colmar > Metz
21,1931,5091,Stage 22 : Metz > Charleville-Mézières
22,1931,5091,Stage 23 : Charleville-Mézières > Malo
23,1931,5091,Stage 24 : Malo > Paris
0,1932,4479,Stage 1 : Paris > Caen
1,1932,4479,Stage 2 : Caen > Nantes
2,1932,4479,Stage 3 : Nantes > Bordeaux
3,1932,4479,Stage 4 : Bordeaux > Pau
4,1932,4479,Stage 5 : Pau > Luchon
5,1932,4479,Stage 6 : Luchon > Perpignan
6,1932,4479,Stage 7 : Perpignan > Montpellier
7,1932,4479,Stage 8 : Montpellier > Marseille
8,1932,4479,Stage 9 : Marseille > Cannes
9,1932,4479,Stage 10 : Cannes > Nice
10,1932,4479,Stage 11 : Nice > Gap
11,1932,4479,Stage 12 : Gap > Grenoble
12,1932,4479,Stage 13 : Grenoble > Aix-les-Bains
13,1932,4479,Stage 14 : Aix-les-Bains > Evian-les-Bains
14,1932,4479,Stage 15 : Evian-les-Bains > Belfort
15,1932,4479,Stage 16 : Belfort > Strasbourg
16,1932,4479,Stage 17 : Strasbourg > Metz
17,1932,4479,Stage 18 : Metz > Charleville-Mézières
18,1932,4479,Stage 19 : Charleville-Mézières > Malo
19,1932,4479,Stage 20 : Malo > Amiens
20,1932,4479,Stage 21 : Amiens > Paris
0,1933,4395,Stage 1 : Paris > Lille
1,1933,4395,Stage 2 : Lille > Charleville-Mézières
2,1933,4395,Stage 3 : Charleville-Mézières > Metz
3,1933,4395,Stage 4 : Metz > Belfort
4,1933,4395,Stage 5 : Belfort > Evian-les-Bains
5,1933,4395,Stage 6 : Evian-les-Bains > Aix-les-Bains
6,1933,4395,Stage 7 : Aix-les-Bains > Grenoble
7,1933,4395,Stage 8 : Grenoble > Gap
8,1933,4395,Stage 9 : Gap > Digne-les-Bains
9,1933,4395,Stage 10 : Digne-les-Bains > Nice
10,1933,4395,Stage 11 : Nice > Cannes
11,1933,4395,Stage 12 : Cannes > Marseille
12,1933,4395,Stage 13 : Marseille > Montpellier
13,1933,4395,Stage 14 : Montpellier > Perpignan
14,1933,4395,Stage 15 : Perpignan > Ax-les-Thermes
15,1933,4395,Stage 16 : Ax-les-Thermes > Luchon
16,1933,4395,Stage 17 : Luchon > Tarbes
17,1933,4395,Stage 18 : Tarbes > Pau
18,1933,4395,Stage 19 : Pau > Bordeaux
19,1933,4395,Stage 20 : Bordeaux > La Rochelle
20,1933,4395,Stage 21 : La Rochelle > Rennes
21,1933,4395,Stage 22 : Rennes > Caen
22,1933,4395,Stage 23 : Caen > Paris
0,1934,4470,Stage 1 : Paris > Lille
1,1934,4470,Stage 2 : Lille > Charleville-Mézières
2,1934,4470,Stage 3 : Charleville-Mézières > Metz
3,1934,4470,Stage 4 : Metz > Belfort
4,1934,4470,Stage 5 : Belfort > Evian-les-Bains
5,1934,4470,Stage 6 : Evian-les-Bains > Aix-les-Bains
6,1934,4470,Stage 7 : Aix-les-Bains > Grenoble
7,1934,4470,Stage 8 : Grenoble > Gap
8,1934,4470,Stage 9 : Gap > Digne-les-Bains
9,1934,4470,Stage 10 : Digne-les-Bains > Nice
10,1934,4470,Stage 11 : Nice > Cannes
11,1934,4470,Stage 12 : Cannes > Marseille
12,1934,4470,Stage 13 : Marseille > Montpellier
13,1934,4470,Stage 14 : Montpellier > Perpignan
14,1934,4470,Stage 15 : Perpignan > Ax-les-Thermes
15,1934,4470,Stage 16 : Ax-les-Thermes > Luchon
16,1934,4470,Stage 17 : Luchon > Tarbes
17,1934,4470,Stage 18 : Tarbes > Pau
18,1934,4470,Stage 19 : Pau > Bordeaux
19,1934,4470,Stage 20 : Bordeaux > La Rochelle
20,1934,4470,Stage 21.1 : La Rochelle > La Roche-sur-Yon
21,1934,4470,Stage 21.2 : La Roche-sur-Yon > Nantes
22,1934,4470,Stage 22 : Nantes > Caen
23,1934,4470,Stage 23 : Caen > Paris
0,1935,4338,Stage 1 : Paris > Lille
1,1935,4338,Stage 2 : Lille > Charleville-Mézières
2,1935,4338,Stage 3 : Charleville-Mézières > Metz
3,1935,4338,Stage 4 : Metz > Belfort
4,1935,4338,Stage 5.1 : Belfort > Genève
5,1935,4338,Stage 5.2 : Genève > Evian-les-Bains
6,1935,4338,Stage 6 : Evian-les-Bains > Aix-les-Bains
7,1935,4338,Stage 7 : Aix-les-Bains > Grenoble
8,1935,4338,Stage 8 : Grenoble > Gap
9,1935,4338,Stage 9 : Gap > Digne-les-Bains
10,1935,4338,Stage 10 : Digne-les-Bains > Nice
11,1935,4338,Stage 11 : Nice > Cannes
12,1935,4338,Stage 12 : Cannes > Marseille
13,1935,4338,Stage 13.1 : Marseille > Nîmes
14,1935,4338,Stage 13.2 : Nîmes > Montpellier
15,1935,4338,Stage 14.1 : Montpellier > Narbonne
16,1935,4338,Stage 14.2 : Narbonne > Perpignan
17,1935,4338,Stage 15 : Perpignan > Luchon
18,1935,4338,Stage 16 : Luchon > Pau
19,1935,4338,Stage 17 : Pau > Bordeaux
20,1935,4338,Stage 18.1 : Bordeaux > Rochefort
21,1935,4338,Stage 18.2 : Rochefort > La Rochelle
22,1935,4338,Stage 19.1 : La Rochelle > La Roche-sur-Yon
23,1935,4338,Stage 19.2 : La Roche-sur-Yon > Nantes
24,1935,4338,Stage 20.1 : Nantes > Vire
25,1935,4338,Stage 20.2 : Vire > Caen
26,1935,4338,Stage 21 : Caen > Paris
0,1936,4442,Stage 1 : Paris > Lille
1,1936,4442,Stage 2 : Lille > Charleville-Mézières
2,1936,4442,Stage 3 : Charleville-Mézières > Metz
3,1936,4442,Stage 4 : Metz > Belfort
4,1936,4442,Stage 5 : Belfort > Evian-les-Bains
5,1936,4442,Stage 6 : Evian-les-Bains > Aix-les-Bains
6,1936,4442,Stage 7 : Aix-les-Bains > Grenoble
7,1936,4442,Stage 8 : Grenoble > Briançon
8,1936,4442,Stage 9 : Briançon > Digne-les-Bains
9,1936,4442,Stage 10 : Digne-les-Bains > Nice
10,1936,4442,Stage 11 : Nice > Cannes
11,1936,4442,Stage 12 : Cannes > Marseille
12,1936,4442,Stage 13.1 : Marseille > Nîmes
13,1936,4442,Stage 13.2 : Nîmes > Montpellier
14,1936,4442,Stage 14.1 : Montpellier > Narbonne
15,1936,4442,Stage 14.2 : Narbonne > Perpignan
16,1936,4442,Stage 15 : Perpignan > Luchon
17,1936,4442,Stage 16 : Luchon > Pau
18,1936,4442,Stage 17 : Pau > Bordeaux
19,1936,4442,Stage 18.1 : Bordeaux > Saintes
20,1936,4442,Stage 18.2 : Saintes > La Rochelle
21,1936,4442,Stage 19.1 : La Rochelle > La Roche-sur-Yon
22,1936,4442,Stage 19.2 : La Roche-sur-Yon > Cholet
23,1936,4442,Stage 19.3 : Cholet > Angers
24,1936,4442,Stage 20.1 : Angers > Vire
25,1936,4442,Stage 20.2 : Vire > Caen
26,1936,4442,Stage 21 : Caen > Paris
0,1937,4415,Stage 1 : Paris > Lille
1,1937,4415,Stage 2 : Lille > Charleville-Mézières
2,1937,4415,Stage 3 : Charleville-Mézières > Metz
3,1937,4415,Stage 4 : Metz > Belfort
4,1937,4415,Stage 5.1 : Belfort > Lons-le-Saunier
5,1937,4415,Stage 5.2 : Lons-le-Saunier > Champagnole
6,1937,4415,Stage 5.3 : Champagnole > Genève
7,1937,4415,Stage 6 : Genève > Aix-les-Bains
8,1937,4415,Stage 7 : Aix-les-Bains > Grenoble
9,1937,4415,Stage 8 : Grenoble > Briançon
10,1937,4415,Stage 9 : Briançon > Digne-les-Bains
11,1937,4415,Stage 10 : Digne-les-Bains > Nice
12,1937,4415,Stage 11.1 : Nice > Toulon
13,1937,4415,Stage 11.2 : Toulon > Marseille
14,1937,4415,Stage 12.1 : Marseille > Nîmes
15,1937,4415,Stage 12.2 : Nîmes > Montpellier
16,1937,4415,Stage 13.1 : Montpellier > Narbonne
17,1937,4415,Stage 13.2 : Narbonne > Perpignan
18,1937,4415,Stage 14.1 : Perpignan > Bourg-Madame
19,1937,4415,Stage 14.2 : Bourg-Madame > Ax-les-Thermes
20,1937,4415,Stage 14.3 : Ax-les-Thermes > Luchon
21,1937,4415,Stage 15 : Luchon > Pau
22,1937,4415,Stage 16 : Pau > Bordeaux
23,1937,4415,Stage 17.1 : Bordeaux > Royan
24,1937,4415,Stage 17.2 : Royan > Saintes
25,1937,4415,Stage 17.3 : Saintes > La Rochelle
26,1937,4415,Stage 18.1 : La Rochelle > La Roche-sur-Yon
27,1937,4415,Stage 18.2 : La Roche-sur-Yon > Rennes
28,1937,4415,Stage 19.1 : Rennes > Vire
29,1937,4415,Stage 19.2 : Vire > Caen
30,1937,4415,Stage 20 : Caen > Paris
0,1938,4694,Stage 1 : Paris > Caen
1,1938,4694,Stage 2 : Caen > Saint-Brieuc
2,1938,4694,Stage 3 : Saint-Brieuc > Nantes
3,1938,4694,Stage 4.1 : Nantes > La Roche-sur-Yon
4,1938,4694,Stage 4.2 : La Roche-sur-Yon > La Rochelle
5,1938,4694,Stage 4.3 : La Rochelle > Royan
6,1938,4694,Stage 5 : Royan > Bordeaux
7,1938,4694,Stage 6.1 : Bordeaux > Arcachon
8,1938,4694,Stage 6.2 : Arcachon > Bayonne
9,1938,4694,Stage 7 : Bayonne > Pau
10,1938,4694,Stage 8 : Pau > Luchon
11,1938,4694,Stage 9 : Luchon > Perpignan
12,1938,4694,Stage 10.1 : Perpignan > Narbonne
13,1938,4694,Stage 10.2 : Narbonne > Béziers
14,1938,4694,Stage 10.3 : Béziers > Montpellier
15,1938,4694,Stage 11 : Montpellier > Marseille
16,1938,4694,Stage 12 : Marseille > Cannes
17,1938,4694,Stage 13 : Cannes > Digne-les-Bains
18,1938,4694,Stage 14 : Digne-les-Bains > Briançon
19,1938,4694,Stage 15 : Briançon > Aix-les-Bains
20,1938,4694,Stage 16 : Aix-les-Bains > Besançon
21,1938,4694,Stage 17.2 : Belfort > Strasbourg
22,1938,4694,Stage 17.1 : Besançon > Belfort
23,1938,4694,Stage 18 : Strasbourg > Metz
24,1938,4694,Stage 19 : Metz > Reims
25,1938,4694,Stage 20.1 : Reims > Laon
26,1938,4694,Stage 20.2 : Laon > St-Quentin
27,1938,4694,Stage 20.3 : St-Quentin > Lille
28,1938,4694,Stage 21 : Lille > Paris
0,1939,4224,Stage 1 : Paris > Caen
1,1939,4224,Stage 2.1 : Caen > Vire
2,1939,4224,Stage 2.2 : Vire > Rennes
3,1939,4224,Stage 3 : Rennes > Brest
4,1939,4224,Stage 4 : Brest > Lorient
5,1939,4224,Stage 5 : Lorient > Nantes
6,1939,4224,Stage 6.1 : Nantes > La Rochelle
7,1939,4224,Stage 6.2 : La Rochelle > Royan
8,1939,4224,Stage 7 : Royan > Bordeaux
9,1939,4224,Stage 8.1 : Bordeaux > Salies-de-Béarn
10,1939,4224,Stage 8.2 : Salies-de-Béarn > Pau
11,1939,4224,Stage 9 : Pau > Toulouse
12,1939,4224,Stage 10.1 : Toulouse > Narbonne
13,1939,4224,Stage 10.2 : Narbonne > Béziers
14,1939,4224,Stage 10.3 : Béziers > Montpellier
15,1939,4224,Stage 11 : Montpellier > Marseille
16,1939,4224,Stage 12.1 : Marseille > Saint-Raphaël
17,1939,4224,Stage 12.2 : Saint-Raphaël > Monaco
18,1939,4224,Stage 13 : Monaco > Monaco
19,1939,4224,Stage 14 : Monaco > Digne-les-Bains
20,1939,4224,Stage 15 : Digne-les-Bains > Briançon
21,1939,4224,Stage 16.1 : Briançon > Bonneval-sur-Arc
22,1939,4224,Stage 16.2 : Bonneval-sur-Arc > Bourg Saint Maurice
23,1939,4224,Stage 16.3 : Bourg Saint Maurice > Annecy
24,1939,4224,Stage 17.1 : Annecy > Dole
25,1939,4224,Stage 17.2 : Dole > Dijon
26,1939,4224,Stage 18.1 : Dijon > Troyes
27,1939,4224,Stage 18.2 : Troyes > Paris
0,1947,4642,Stage 1 : Paris > Lille
1,1947,4642,Stage 2 : Lille > Bruxelles
2,1947,4642,Stage 3 : Bruxelles > Luxembourg
3,1947,4642,Stage 4 : Luxembourg > Strasbourg
4,1947,4642,Stage 5 : Strasbourg > Besançon
5,1947,4642,Stage 6 : Besançon > Lyon
6,1947,4642,Stage 7 : Lyon > Grenoble
7,1947,4642,Stage 8 : Grenoble > Briançon
8,1947,4642,Stage 9 : Briançon > Digne-les-Bains
