,Year,TotalTDFDistance,Stage
16,1967,4779,Stage 15 : Sète > Toulouse
17,1967,4779,Stage 16 : Toulouse > Luchon
18,1967,4779,Stage 17 : Luchon > Pau
19,1967,4779,Stage 18 : Pau > Bordeaux
20,1967,4779,Stage 19 : Bordeaux > Limoges
21,1967,4779,Stage 20 : Limoges > Puy de Dôme
22,1967,4779,Stage 21 : Clermont-Ferrand > Fontainebleau
23,1967,4779,Stage 22.1 : Fontainebleau > Versailles
24,1967,4779,Stage 22.2 : Versailles > Paris
0,1968,4492,Prologue : Vittel > Vittel
1,1968,4492,Stage 1 : Vittel > Esch-sur-Alzette
2,1968,4492,Stage 2 : Arlon > Forest
3,1968,4492,Stage 3.1 : Forest > Forest
4,1968,4492,Stage 3.2 : Forest > Roubaix
5,1968,4492,Stage 4 : Roubaix > Rouen
6,1968,4492,Stage 5.1 : Rouen > Bagnoles-de-l'Orne
7,1968,4492,Stage 5.2 : Bagnoles-de-l'Orne > Dinard
8,1968,4492,Stage 6 : Dinard > Lorient
9,1968,4492,Stage 7 : Lorient > Nantes
10,1968,4492,Stage 8 : Nantes > Royan
11,1968,4492,Stage 9 : Royan > Bordeaux
12,1968,4492,Stage 10 : Bordeaux > Bayonne
13,1968,4492,Stage 11 : Bayonne > Pau
14,1968,4492,Stage 12 : Pau > Saint Gaudens
15,1968,4492,Stage 13 : Saint Gaudens > Seo de Urgel
16,1968,4492,Stage 14 : Seo de Urgel > Canet-Plage
17,1968,4492,Stage 15 : Font Romeu > Albi
18,1968,4492,Stage 16 : Albi > Aurillac
19,1968,4492,Stage 17 : Aurillac > Saint-Etienne
20,1968,4492,Stage 18 : Saint-Etienne > Grenoble
21,1968,4492,Stage 19 : Grenoble > Sallanches
22,1968,4492,Stage 20 : Sallanches > Besançon
23,1968,4492,Stage 21 : Besançon > Auxerre
24,1968,4492,Stage 22.1 : Auxerre > Melun
25,1968,4492,Stage 22.2 : Melun > Paris
0,1969,4117,Prologue : Roubaix > Roubaix
1,1969,4117,Stage 1.1 : Roubaix > Woluwé-Saint-Pierre
2,1969,4117,Stage 1.2 : Woluwé-Saint-Pierre > Woluwé-Saint-Pierre
3,1969,4117,Stage 2 : Woluwé-Saint-Pierre > Maastricht
4,1969,4117,Stage 3 : Maastricht > Charleville-Mézières
5,1969,4117,Stage 4 : Charleville-Mézières > Nancy
6,1969,4117,Stage 5 : Nancy > Mulhouse
7,1969,4117,Stage 6 : Mulhouse > Ballon d'Alsace
8,1969,4117,Stage 7 : Belfort > Divonne
9,1969,4117,Stage 8.1 : Divonne > Divonne
10,1969,4117,Stage 8.2 : Divonne > Thonon
11,1969,4117,Stage 9 : Thonon > Chamonix
12,1969,4117,Stage 10 : Chamonix > Briançon
13,1969,4117,Stage 11 : Briançon > Digne-les-Bains
14,1969,4117,Stage 12 : Digne-les-Bains > Aubagne
15,1969,4117,Stage 13 : Aubagne > La Grande-Motte
16,1969,4117,Stage 14 : La Grande-Motte > Revel
17,1969,4117,Stage 15 : Revel > Revel
18,1969,4117,Stage 16 : Castelnaudary > Luchon
19,1969,4117,Stage 17 : Luchon > Mourenx
20,1969,4117,Stage 18 : Mourenx > Bordeaux
21,1969,4117,Stage 19 : Libourne > Brive-la-Gaillarde
22,1969,4117,Stage 20 : Brive-la-Gaillarde > Puy de Dôme
23,1969,4117,Stage 21 : Clermont-Ferrand > Montargis
24,1969,4117,Stage 22.1 : Montargis > Créteil
25,1969,4117,Stage 22.2 : Créteil > Paris
0,1970,4254,Prologue : Limoges > Limoges
1,1970,4254,Stage 1 : Limoges > La Rochelle
2,1970,4254,Stage 2 : La Rochelle > Angers
3,1970,4254,Stage 3.1 : Angers > Angers
4,1970,4254,Stage 3.2 : Angers > Rennes
5,1970,4254,Stage 4 : Rennes > Lisieux
6,1970,4254,Stage 5.1 : Lisieux > Rouen
7,1970,4254,Stage 5.2 : Rouen > Amiens
8,1970,4254,Stage 6 : Amiens > Valenciennes
9,1970,4254,Stage 7.1 : Valenciennes > Forest
10,1970,4254,Stage 7.2 : Forest > Forest
11,1970,4254,Stage 8 : Ciney > Feldsberg
12,1970,4254,Stage 9 : Sarrelouis > Mulhouse
13,1970,4254,Stage 10 : Belfort > Divonne
14,1970,4254,Stage 11.1 : Divonne > Divonne
15,1970,4254,Stage 11.2 : Divonne > Thonon
16,1970,4254,Stage 12 : Thonon > Grenoble
17,1970,4254,Stage 13 : Grenoble > Gap
18,1970,4254,Stage 14 : Gap > Mont Ventoux
19,1970,4254,Stage 15 : Carpentras > Montpellier
20,1970,4254,Stage 16 : Montpellier > Toulouse
21,1970,4254,Stage 17 : Toulouse > Saint Gaudens
22,1970,4254,Stage 18 : Saint Gaudens > La Mongie
23,1970,4254,Stage 19 : Bagnères-de-Bigorre > Mourenx
24,1970,4254,Stage 20.1 : Mourenx > Bordeaux
25,1970,4254,Stage 20.2 : Bordeaux > Bordeaux
26,1970,4254,Stage 21 : Ruffec > Tours
27,1970,4254,Stage 22 : Tours > Versailles
28,1970,4254,Stage 23 : Versailles > Paris
0,1971,3608,Prologue : Mulhouse > Mulhouse
1,1971,3608,Stage 1.1 : Mulhouse > Bâle
2,1971,3608,Stage 1.2 : Bâle > Fribourg
3,1971,3608,Stage 1.3 : Fribourg > Mulhouse
4,1971,3608,Stage 2 : Mulhouse > Strasbourg
5,1971,3608,Stage 3 : Strasbourg > Nancy
6,1971,3608,Stage 4 : Nancy > Marche en Famenne
7,1971,3608,Stage 5 : Dinant > Roubaix
8,1971,3608,Stage 6.1 : Roubaix > Amiens
9,1971,3608,Stage 6.2 : Amiens > Le Touquet-Paris-Plage
10,1971,3608,Stage 7 : Rungis > Nevers
11,1971,3608,Stage 8 : Nevers > Puy de Dôme
12,1971,3608,Stage 9 : Clermont-Ferrand > Saint-Etienne
13,1971,3608,Stage 10 : Saint-Etienne > Grenoble
14,1971,3608,Stage 11 : Grenoble > Orcières-Merlette
15,1971,3608,Stage 12 : Orcières-Merlette > Marseille
16,1971,3608,Stage 13 : Albi > Albi
17,1971,3608,Stage 14 : Revel > Luchon
18,1971,3608,Stage 15 : Luchon > Superbagnères
19,1971,3608,Stage 16.1 : Luchon > Gourette
20,1971,3608,Stage 16.2 : Gourette > Pau
21,1971,3608,Stage 17 : Mont de Marsan > Bordeaux
22,1971,3608,Stage 18 : Bordeaux > Poitiers
23,1971,3608,Stage 19 : Blois > Versailles
24,1971,3608,Stage 20 : Versailles > Paris
0,1972,3846,Prologue : Angers > Angers
1,1972,3846,Stage 1 : Angers > Saint-Brieuc
2,1972,3846,Stage 2 : Saint-Brieuc > La Baule
3,1972,3846,Stage 3.1 : Pornichet > Saint-Jean-de-Monts
4,1972,3846,Stage 3.2 : Merlin-Plage > Merlin-Plage
5,1972,3846,Stage 4 : Merlin-Plage > Royan
6,1972,3846,Stage 5.1 : Royan > Bordeaux
7,1972,3846,Stage 5.2 : Bordeaux > Bordeaux
8,1972,3846,Stage 6 : Bordeaux > Bayonne
9,1972,3846,Stage 7 : Bayonne > Pau
10,1972,3846,Stage 8 : Pau > Luchon
11,1972,3846,Stage 9 : Luchon > Colomiers
12,1972,3846,Stage 10 : Castres > La Grande-Motte
13,1972,3846,Stage 11 : Carnon > Mont Ventoux
14,1972,3846,Stage 12 : Carpentras > Orcières-Merlette
15,1972,3846,Stage 13 : Orcières-Merlette > Briançon
16,1972,3846,Stage 14.1 : Briançon > Valloire
17,1972,3846,Stage 14.2 : Valloire > Aix-les-Bains
18,1972,3846,Stage 15 : Aix-les-Bains > Mont Revard
19,1972,3846,Stage 16 : Aix-les-Bains > Pontarlier
20,1972,3846,Stage 17 : Pontarlier > Ballon d'Alsace
21,1972,3846,Stage 18 : Vesoul > Auxerre
22,1972,3846,Stage 19 : Auxerre > Versailles
23,1972,3846,Stage 20.1 : Versailles > Versailles
24,1972,3846,Stage 20.2 : Versailles > Paris
0,1973,4090,Prologue : Scheveningen > Scheveningen
1,1973,4090,Stage 1.1 : Scheveningen > Rotterdam
2,1973,4090,Stage 1.2 : Rotterdam > Saint-Nicolas
3,1973,4090,Stage 2.1 : Saint-Nicolas > Saint-Nicolas
4,1973,4090,Stage 2.2 : Saint-Nicolas > Roubaix
5,1973,4090,Stage 3 : Roubaix > Reims
6,1973,4090,Stage 4 : Reims > Nancy
7,1973,4090,Stage 5 : Nancy > Mulhouse
8,1973,4090,Stage 6 : Belfort > Divonne
9,1973,4090,Stage 7.1 : Divonne > Gaillard
10,1973,4090,Stage 7.2 : Gaillard > Méribel
11,1973,4090,Stage 8 : Moûtiers > Les Orres
12,1973,4090,Stage 9 : Embrun > Nice
13,1973,4090,Stage 10 : Nice > Aubagne
14,1973,4090,Stage 11 : Montpellier > Argelès
15,1973,4090,Stage 12.1 : Perpignan > Thuir
16,1973,4090,Stage 12.2 : Thuir > Pyrénées 2000
17,1973,4090,Stage 13 : Bourg-Madame > Luchon
18,1973,4090,Stage 14 : Luchon > Pau
19,1973,4090,Stage 15 : Pau > Fleurance
20,1973,4090,Stage 16.1 : Fleurance > Bordeaux
21,1973,4090,Stage 16.2 : Bordeaux > Bordeaux
22,1973,4090,Stage 17 : Sainte-Foy-la-Grande > Brive-la-Gaillarde
23,1973,4090,Stage 18 : Brive-la-Gaillarde > Puy de Dôme
24,1973,4090,Stage 19 : Bourges > Versailles
25,1973,4090,Stage 20.1 : Versailles > Versailles
26,1973,4090,Stage 20.2 : Versailles > Paris
0,1974,4098,Prologue : Brest > Brest
1,1974,4098,Stage 1 : Brest > Saint-Pol de Léon
2,1974,4098,Stage 2 : Plymouth > Plymouth
3,1974,4098,Stage 3 : Morlaix > Saint-Malo
4,1974,4098,Stage 4 : Saint-Malo > Caen
5,1974,4098,Stage 5 : Caen > Dieppe
6,1974,4098,Stage 6.1 : Dieppe > Harelbeke
7,1974,4098,Stage 6.2 : Harelbeke > Harelbeke
8,1974,4098,Stage 7 : Mons > Chalons-sur-Marne
9,1974,4098,Stage 8.1 : Chalons-sur-Marne > Chaumont
10,1974,4098,Stage 8.2 : Chaumont > Besançon
11,1974,4098,Stage 9 : Besançon > Gaillard
12,1974,4098,Stage 10 : Gaillard > Aix-les-Bains
13,1974,4098,Stage 11 : Aix-les-Bains > Serre-Chevalier
14,1974,4098,Stage 12 : Savines > Orange
15,1974,4098,Stage 13 : Avignon > Montpellier
16,1974,4098,Stage 14 : Lodève > Colomiers
17,1974,4098,Stage 15 : Colomiers > Seo de Urgel
18,1974,4098,Stage 16 : Seo de Urgel > Saint-Lary-Soulan Col du Portet
19,1974,4098,Stage 17 : Saint-Lary-Soulan Col du Portet > Col du Tourmalet
20,1974,4098,Stage 18 : Bagnères-de-Bigorre > Pau
21,1974,4098,Stage 19.1 : Pau > Bordeaux
22,1974,4098,Stage 19.2 : Bordeaux > Bordeaux
23,1974,4098,Stage 20 : Saint-Gilles-Croix-de-Vie > Nantes
24,1974,4098,Stage 21.1 : Vouvray > Orléans
25,1974,4098,Stage 21.2 : Orléans > Orléans
26,1974,4098,Stage 22 : Orléans > Paris
0,1975,4000,Prologue : Charleroi > Charleroi
1,1975,4000,Stage 1.1 : Charleroi > Molenbeek
2,1975,4000,Stage 1.2 : Molenbeek > Roubaix
3,1975,4000,Stage 2 : Roubaix > Amiens
4,1975,4000,Stage 3 : Amiens > Versailles
5,1975,4000,Stage 4 : Versailles > Le Mans
6,1975,4000,Stage 5 : Sablé > Merlin-Plage
7,1975,4000,Stage 6 : Merlin-Plage > Merlin-Plage
8,1975,4000,Stage 7 : Saint-Gilles-Croix-de-Vie > Angoulême
9,1975,4000,Stage 8 : Angoulême > Bordeaux
10,1975,4000,Stage 9.1 : Langon > Fleurance
11,1975,4000,Stage 9.2 : Fleurance > Auch
12,1975,4000,Stage 10 : Auch > Pau
13,1975,4000,Stage 11 : Pau > Saint-Lary-Soulan Col du Portet
14,1975,4000,Stage 12 : Tarbes > Albi
15,1975,4000,Stage 13 : Albi > Super-Lioran
16,1975,4000,Stage 14 : Aurillac > Puy de Dôme
17,1975,4000,Stage 15 : Nice > Pra Loup
18,1975,4000,Stage 16 : Barcelonnette > Serre-Chevalier
19,1975,4000,Stage 17 : Valloire > Avoriaz
20,1975,4000,Stage 18 : Morzine > Châtel
21,1975,4000,Stage 19 : Thonon > Chalon-sur-Saône
22,1975,4000,Stage 20 : Pouilly-en-Auxois > Melun
23,1975,4000,Stage 21 : Melun > Senlis
24,1975,4000,Stage 22 : Paris > Paris
0,1976,4017,Prologue : Merlin-Plage > Saint-Jean-de-Monts
1,1976,4017,Stage 1 : Merlin-Plage > Angers
2,1976,4017,Stage 2 : Angers > Caen
3,1976,4017,Stage 3 : Le Touquet-Paris-Plage > Le Touquet-Paris-Plage
4,1976,4017,Stage 4 : Le Touquet-Paris-Plage > Bornem
5,1976,4017,Stage 5.1 : Louvain > Louvain
6,1976,4017,Stage 5.2 : Louvain > Verviers
7,1976,4017,Stage 6 : Bastogne > Nancy
8,1976,4017,Stage 7 : Nancy > Mulhouse
9,1976,4017,Stage 8 : Beaulieu > Divonne
10,1976,4017,Stage 9 : Divonne > L'Alpe-d'Huez
11,1976,4017,Stage 10 : Bourg-d'Oisans > Montgenèvre
12,1976,4017,Stage 11 : Montgenèvre > Manosque
13,1976,4017,Stage 12 : Port Barcarès > Pyrénées 2000
14,1976,4017,Stage 13 : Font Romeu > Saint Gaudens
15,1976,4017,Stage 14 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
16,1976,4017,Stage 15 : Saint-Lary-Soulan Col du Portet > Pau
17,1976,4017,Stage 16 : Pau > Fleurance
18,1976,4017,Stage 17 : Fleurance > Auch
19,1976,4017,Stage 18.1 : Auch > Langon
20,1976,4017,Stage 18.2 : Langon > Lacanau
21,1976,4017,Stage 18.3 : Lacanau > Bordeaux
22,1976,4017,Stage 19 : Sainte-Foy-la-Grande > Tulle
23,1976,4017,Stage 20 : Tulle > Puy de Dôme
24,1976,4017,Stage 21 : Montargis > Versailles
25,1976,4017,Stage 22.1 : Versailles > Paris
26,1976,4017,Stage 22.2 : Paris > Paris
0,1977,4096,Prologue : Fleurance > Fleurance
1,1977,4096,Stage 1 : Fleurance > Auch
2,1977,4096,Stage 2 : Auch > Pau
3,1977,4096,Stage 3 : Oloron > Vitoria
4,1977,4096,Stage 4 : Vitoria > Seignosse
5,1977,4096,Stage 5.1 : Morcenx > Bordeaux
6,1977,4096,Stage 5.2 : Bordeaux > Bordeaux
7,1977,4096,Stage 6 : Bordeaux > Limoges
8,1977,4096,Stage 7.1 : Jaunay-Clan > Angers
9,1977,4096,Stage 7.2 : Angers > Angers
10,1977,4096,Stage 8 : Angers > Lorient
11,1977,4096,Stage 9 : Lorient > Rennes
12,1977,4096,Stage 10 : Bagnoles-de-l'Orne > Rouen
13,1977,4096,Stage 11 : Rouen > Roubaix
14,1977,4096,Stage 12 : Roubaix > Charleroi
15,1977,4096,Stage 13.1 : Charleroi > Fribourg
16,1977,4096,Stage 13.2 : Altkirch > Besançon
17,1977,4096,Stage 14 : Besançon > Thonon
18,1977,4096,Stage 15.1 : Thonon > Morzine
19,1977,4096,Stage 15.2 : Morzine > Avoriaz
20,1977,4096,Stage 16 : Morzine > Chamonix
21,1977,4096,Stage 17 : Chamonix > L'Alpe-d'Huez
22,1977,4096,Stage 18 : Voiron > Saint-Etienne
23,1977,4096,Stage 19 : Saint-Trivier > Dijon
24,1977,4096,Stage 20 : Dijon > Dijon
25,1977,4096,Stage 21 : Montereau > Versailles
26,1977,4096,Stage 22.1 : Versailles > Paris
27,1977,4096,Stage 22.2 : Paris > Paris
0,1978,3908,Prologue : Leiden > Leiden
1,1978,3908,Stage 1.1 : Leiden > Saint-Willebrord
2,1978,3908,Stage 1.2 : Saint-Willebrord > Bruxelles
3,1978,3908,Stage 2 : Bruxelles > Saint-Amand-les-Eaux
4,1978,3908,Stage 3 : Saint-Amand-les-Eaux > Saint-Germain-en-Laye
5,1978,3908,Stage 4 : Evreux > Caen
6,1978,3908,Stage 5 : Caen > Mazé-Montgeoffroy
7,1978,3908,Stage 6 : Mazé-Montgeoffroy > Poitiers
8,1978,3908,Stage 7 : Poitiers > Bordeaux
9,1978,3908,Stage 8 : Saint-Emilion > Sainte-Foy-la-Grande
10,1978,3908,Stage 9 : Bordeaux > Biarritz
11,1978,3908,Stage 10 : Biarritz > Pau
12,1978,3908,Stage 11 : Pau > Saint-Lary-Soulan Col du Portet
13,1978,3908,Stage 12.1 : Tarbes > Valence d'Agen
14,1978,3908,Stage 12.2 : Valence d'Agen > Toulouse
15,1978,3908,Stage 13 : Figeac > Superbesse
16,1978,3908,Stage 14 : Besse-en-Ch. > Puy de Dôme
17,1978,3908,Stage 15 : Saint-Dier-d'Auvergne > Saint-Etienne
18,1978,3908,Stage 16 : Saint-Etienne > L'Alpe-d'Huez
19,1978,3908,Stage 17 : Grenoble > Morzine
20,1978,3908,Stage 18 : Morzine > Lausanne
21,1978,3908,Stage 19 : Lausanne > Belfort
22,1978,3908,Stage 20 : Metz > Nancy
23,1978,3908,Stage 21 : Épernay > Senlis
24,1978,3908,Stage 22 : Saint-Germain-en-Laye > Paris
0,1979,3765,Prologue : Fleurance > Fleurance
1,1979,3765,Stage 1 : Fleurance > Luchon
2,1979,3765,Stage 2 : Luchon > Superbagnères
3,1979,3765,Stage 3 : Luchon > Pau
4,1979,3765,Stage 4 : Captieux > Bordeaux
5,1979,3765,Stage 5 : Neuville-de-Poitou > Angers
6,1979,3765,Stage 6 : Angers > Saint-Brieuc
7,1979,3765,Stage 7 : Saint-Hilaire du Harcouët > Deauville
8,1979,3765,Stage 8 : Deauville > Le Havre
9,1979,3765,Stage 9 : Amiens > Roubaix
10,1979,3765,Stage 10 : Roubaix > Bruxelles
11,1979,3765,Stage 11 : Bruxelles > Bruxelles
12,1979,3765,Stage 12 : Rochefort > Metz
13,1979,3765,Stage 13 : Metz > Ballon d'Alsace
14,1979,3765,Stage 14 : Belfort > Evian-les-Bains
15,1979,3765,Stage 15 : Evian-les-Bains > Avoriaz
16,1979,3765,Stage 16 : Morzine > Les Menuires
17,1979,3765,Stage 17 : Les Menuires > L'Alpe-d'Huez
18,1979,3765,Stage 18 : L'Alpe-d'Huez > L'Alpe-d'Huez
19,1979,3765,Stage 19 : Bourg-d'Oisans > Saint-Priest
20,1979,3765,Stage 20 : Saint-Priest > Dijon
21,1979,3765,Stage 21 : Dijon > Dijon
22,1979,3765,Stage 22 : Dijon > Auxerre
23,1979,3765,Stage 23 : Auxerre > Nogent-sur-Marne
24,1979,3765,Stage 24 : Le Perreux > Paris
0,1980,3842,Prologue : Francfort > Francfort
1,1980,3842,Stage 1.1 : Francfort > Wiesbaden
2,1980,3842,Stage 1.2 : Wiesbaden > Francfort
3,1980,3842,Stage 2 : Francfort > Metz
4,1980,3842,Stage 3 : Metz > Liège
5,1980,3842,Stage 4 : Liège > Spa
6,1980,3842,Stage 5 : Liège > Lille
7,1980,3842,Stage 6 : Lille > Compiègne
8,1980,3842,Stage 7.1 : Compiègne > Beauvais
9,1980,3842,Stage 7.2 : Beauvais > Rouen
10,1980,3842,Stage 8 : Flers > Saint-Malo
11,1980,3842,Stage 9 : Saint-Malo > Nantes
12,1980,3842,Stage 10 : Rochefort > Bordeaux
13,1980,3842,Stage 11 : Damazan > Laplume
14,1980,3842,Stage 12 : Agen > Pau
15,1980,3842,Stage 13 : Pau > Luchon
16,1980,3842,Stage 14 : Lézignan-Corbières > Montpellier
17,1980,3842,Stage 15 : Montpellier > Martigues
18,1980,3842,Stage 16 : Trets > Pra Loup
19,1980,3842,Stage 17 : Serre-Chevalier > Morzine
20,1980,3842,Stage 18 : Morzine > Prapoutel
21,1980,3842,Stage 19 : Voreppe > Saint-Etienne
22,1980,3842,Stage 20 : Saint-Etienne > Saint-Etienne
23,1980,3842,Stage 21 : Auxerre > Fontenay-sous-Bois
24,1980,3842,Stage 22 : Fontenay-sous-Bois > Paris
0,1981,3753,Prologue : Nice > Nice
1,1981,3753,Stage 1.1 : Nice > Nice
2,1981,3753,Stage 1.2 : Nice > Antibes
3,1981,3753,Stage 2 : Nice > Martigues
4,1981,3753,Stage 3 : Martigues > Narbonne
5,1981,3753,Stage 4 : Narbonne > Carcassonne
6,1981,3753,Stage 5 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
7,1981,3753,Stage 6 : Nay > Pau
8,1981,3753,Stage 7 : Pau > Bordeaux
9,1981,3753,Stage 8 : Rochefort > Nantes
10,1981,3753,Stage 9 : Nantes > Le Mans
11,1981,3753,Stage 10 : Le Mans > Aulnay-sous-Bois
12,1981,3753,Stage 11 : Compiègne > Roubaix
13,1981,3753,Stage 12.1 : Roubaix > Bruxelles
14,1981,3753,Stage 12.2 : Bruxelles > Zolder
15,1981,3753,Stage 13 : Beringen > Hasselt
16,1981,3753,Stage 14 : Hasselt > Mulhouse
17,1981,3753,Stage 15 : Besançon > Thonon
18,1981,3753,Stage 16 : Thonon > Morzine
19,1981,3753,Stage 17 : Morzine > L'Alpe-d'Huez
20,1981,3753,Stage 18 : L'Alpe-d'Huez > Le Pleynet
21,1981,3753,Stage 19 : Veurey > Saint-Priest
22,1981,3753,Stage 20 : Saint-Priest > Saint-Priest
23,1981,3753,Stage 21 : Auxerre > Fontenay-sous-Bois
24,1981,3753,Stage 22 : Fontenay-sous-Bois > Paris
0,1982,3507,Prologue : Bâle > Bâle
1,1982,3507,Stage 1 : Mohlin > Mohlin
2,1982,3507,Stage 2 : Bâle > Nancy
3,1982,3507,Stage 3 : Nancy > Longwy
4,1982,3507,Stage 4 : Beauraing > Mouscron
5,1982,3507,Stage 5 : Orchies > Fontaine-au-Pire
6,1982,3507,Stage 6 : Lille > Lille
7,1982,3507,Stage 7 : Cancale > Concarneau
8,1982,3507,Stage 8 : Concarneau > Chateaulin
9,1982,3507,Stage 9.1 : Lorient > Plumelec
10,1982,3507,Stage 9.2 : Plumelec > Nantes
11,1982,3507,Stage 10 : Saintes > Bordeaux
12,1982,3507,Stage 11 : Bordeaux > Valence d'Agen
13,1982,3507,Stage 12 : Fleurance > Pau
14,1982,3507,Stage 13 : Pau > Saint-Lary-Soulan Col du Portet
15,1982,3507,Stage 14 : Martigues > Martigues
16,1982,3507,Stage 15 : Manosque > Orcières-Merlette
17,1982,3507,Stage 16 : Orcières-Merlette > L'Alpe-d'Huez
18,1982,3507,Stage 17 : Bourg-d'Oisans > Morzine
19,1982,3507,Stage 18 : Morzine > Saint-Priest
20,1982,3507,Stage 19 : Saint-Priest > Saint-Priest
21,1982,3507,Stage 20 : Sens > Aulnay-sous-Bois
22,1982,3507,Stage 21 : Fontenay-sous-Bois > Paris
0,1983,3809,Prologue : Fontenay-sous-Bois > Fontenay-sous-Bois
1,1983,3809,Stage 1 : Nogent-sur-Marne > Créteil
2,1983,3809,Stage 2 : Soissons > Fontaine-au-Pire
3,1983,3809,Stage 3 : Valenciennes > Roubaix
4,1983,3809,Stage 4 : Roubaix > Le Havre
5,1983,3809,Stage 5 : Le Havre > Le Mans
6,1983,3809,Stage 6 : Châteaubriant > Nantes
7,1983,3809,Stage 7 : Nantes > Ile d'Oléron
8,1983,3809,Stage 8 : La Rochelle > Bordeaux
9,1983,3809,Stage 9 : Bordeaux > Pau
10,1983,3809,Stage 10 : Pau > Luchon
11,1983,3809,Stage 11 : Luchon > Fleurance
12,1983,3809,Stage 12 : Fleurance > Roquefort
13,1983,3809,Stage 13 : Roquefort > Aurillac
14,1983,3809,Stage 14 : Aurillac > Issoire
15,1983,3809,Stage 15 : Clermont-Ferrand > Puy de Dôme
16,1983,3809,Stage 16 : Issoire > Saint-Etienne
17,1983,3809,Stage 17 : La Tour du Pin > L'Alpe-d'Huez
18,1983,3809,Stage 18 : Bourg-d'Oisans > Morzine
19,1983,3809,Stage 19 : Morzine > Avoriaz
20,1983,3809,Stage 20 : Morzine > Dijon
21,1983,3809,Stage 21 : Dijon > Dijon
22,1983,3809,Stage 22 : Alfortville > Paris
0,1984,4021,Prologue : Montreuil > Noisy-le-Sec
1,1984,4021,Stage 1 : Bondy > Saint-Denis
2,1984,4021,Stage 2 : Bobigny > Louvroil
3,1984,4021,Stage 3 : Louvroil > Valenciennes
4,1984,4021,Stage 4 : Valenciennes > Béthune
5,1984,4021,Stage 5 : Béthune > Cergy-Pontoise
6,1984,4021,Stage 6 : Cergy-Pontoise > Alençon
7,1984,4021,Stage 7 : Alençon > Le Mans
8,1984,4021,Stage 8 : Le Mans > Nantes
9,1984,4021,Stage 9 : Nantes > Bordeaux
10,1984,4021,Stage 10 : Langon > Pau
11,1984,4021,Stage 11 : Pau > Guzet-Neige
12,1984,4021,Stage 12 : Saint-Girons > Blagnac
13,1984,4021,Stage 13 : Blagnac > Rodez
14,1984,4021,Stage 14 : Rodez > Domaine du Rouret
15,1984,4021,Stage 15 : Domaine du Rouret > Grenoble
16,1984,4021,Stage 16 : Les Echelles > La Ruchère
17,1984,4021,Stage 17 : Grenoble > L'Alpe-d'Huez
18,1984,4021,Stage 18 : Bourg-d'Oisans > La Plagne
