,Year,TotalTDFDistance,Stage
10,2004,3391,Stage 10 : Limoges > Saint-Flour
11,2004,3391,Stage 11 : Saint-Flour > Figeac
12,2004,3391,Stage 12 : Castelsarrasin > La Mongie
13,2004,3391,Stage 13 : Lannemezan > plateau_de_beille
14,2004,3391,Stage 14 : Carcassonne > Nîmes
15,2004,3391,Stage 15 : Valréas > Villard-de-Lans
16,2004,3391,Stage 16 : Bourg-d'Oisans > L'Alpe-d'Huez
17,2004,3391,Stage 17 : Bourg-d'Oisans > le_grand_bornand
18,2004,3391,Stage 18 : Annemasse > Lons-le-Saunier
19,2004,3391,Stage 19 : Besançon > Besançon
20,2004,3391,Stage 20 : Montereau > Paris
0,2005,3593,Stage 1 : Fromentine > Noirmoutier-en-l'Île
1,2005,3593,Stage 2 : Challans > Les Essarts
2,2005,3593,Stage 3 : La Châtaigneraie > Tours
3,2005,3593,Stage 4 : Tours > Blois
4,2005,3593,Stage 5 : Chambord > Montargis
5,2005,3593,Stage 6 : Troyes > Nancy
6,2005,3593,Stage 7 : Lunéville > Karlsruhe
7,2005,3593,Stage 8 : Pforzheim > Gérardmer
8,2005,3593,Stage 9 : Gérardmer > Mulhouse
9,2005,3593,Stage 10 : Grenoble > Courchevel
10,2005,3593,Stage 11 : Courchevel > Briançon
11,2005,3593,Stage 12 : Briançon > Digne-les-Bains
12,2005,3593,Stage 13 : Miramas > Montpellier
13,2005,3593,Stage 14 : Le Cap d'Agde > Ax 3 Domaines
14,2005,3593,Stage 15 : Lézat-sur-Leze > Saint-Lary-Soulan Col du Portet
15,2005,3593,Stage 16 : Mourenx > Pau
16,2005,3593,Stage 17 : Pau > Revel
17,2005,3593,Stage 18 : Albi > Mende
18,2005,3593,Stage 19 : Issoire > Le Puy-en-Velay
19,2005,3593,Stage 20 : Saint-Etienne > Saint-Etienne
20,2005,3593,Stage 21 : Corbeil-Essonnes > Paris
0,2006,3657,Prologue : Strasbourg > Strasbourg
1,2006,3657,Stage 1 : Strasbourg > Strasbourg
2,2006,3657,Stage 2 : Obernai > Esch-sur-Alzette
3,2006,3657,Stage 3 : Esch-sur-Alzette > Valkenburg
4,2006,3657,Stage 4 : Huy > Saint-Quentin
5,2006,3657,Stage 5 : Beauvais > Caen
6,2006,3657,Stage 6 : Lisieux > Vitré
7,2006,3657,Stage 7 : Saint-Grégoire > Rennes
8,2006,3657,Stage 8 : Saint-Meen-le-Grand > Lorient
9,2006,3657,Stage 9 : Bordeaux > Dax
10,2006,3657,Stage 10 : Cambo-les-Bains > Pau
11,2006,3657,Stage 11 : Tarbes > Val d'Aran - Pla-de-Beret
12,2006,3657,Stage 12 : Luchon > Carcassonne
13,2006,3657,Stage 13 : Béziers > Montélimar
14,2006,3657,Stage 14 : Montélimar > Gap
15,2006,3657,Stage 15 : Gap > L'Alpe-d'Huez
16,2006,3657,Stage 16 : Bourg-d'Oisans > La Toussuire
17,2006,3657,Stage 17 : Saint-Jean-de-Maurienne > Morzine
18,2006,3657,Stage 18 : Morzine > Macon
19,2006,3657,Stage 19 : Le Creusot > Montceau-les-Mines
20,2006,3657,Stage 20 : Sceaux > Paris Champs-Élysées
0,2007,3570,Prologue : Londres > Londres
1,2007,3570,Stage 1 : Londres > Canterbury
2,2007,3570,Stage 2 : Dunkerque > Gand
3,2007,3570,Stage 3 : Waregem > Compiègne
4,2007,3570,Stage 4 : villers_cotterets > Joigny
5,2007,3570,Stage 5 : Chablis > Autun
6,2007,3570,Stage 6 : semur_en_auxois > Bourg-en-Bresse
7,2007,3570,Stage 7 : Bourg-en-Bresse > le_grand_bornand
8,2007,3570,Stage 8 : le_grand_bornand > Tignes
9,2007,3570,Stage 9 : val_d_isere > Briançon
10,2007,3570,Stage 10 : Tallard > Marseille
11,2007,3570,Stage 11 : Marseille > Montpellier
12,2007,3570,Stage 12 : Montpellier > Castres
13,2007,3570,Stage 13 : Albi > Albi
14,2007,3570,Stage 14 : Mazamet > plateau_de_beille
15,2007,3570,Stage 15 : Foix > loudenvielle_le_louron
16,2007,3570,Stage 16 : Orthez > gourette_col_d_aubisque
17,2007,3570,Stage 17 : Pau > Castelsarrasin
18,2007,3570,Stage 18 : Cahors > Angoulême
19,2007,3570,Stage 19 : Cognac > Angoulême
20,2007,3570,Stage 20 : Marcoussis > Paris Champs-Élysées
0,2008,3559,Stage 1 : Brest > Plumelec
1,2008,3559,Stage 2 : Auray > Saint-Brieuc
2,2008,3559,Stage 3 : Saint-Malo > Nantes
3,2008,3559,Stage 4 : Cholet > Cholet
4,2008,3559,Stage 5 : Cholet > Chateauroux
5,2008,3559,Stage 6 : Aigurande > Super-Besse
6,2008,3559,Stage 7 : Brioude > Aurillac
7,2008,3559,Stage 8 : Figeac > Toulouse
8,2008,3559,Stage 9 : Toulouse > Bagnères-de-Bigorre
9,2008,3559,Stage 10 : Pau > Hautacam
10,2008,3559,Stage 11 : Lannemezan > Foix
11,2008,3559,Stage 12 : Lavelanet > Narbonne
12,2008,3559,Stage 13 : Narbonne > Nîmes
13,2008,3559,Stage 14 : Nîmes > Digne-les-Bains
14,2008,3559,Stage 15 : Embrun > Prato Nevoso
15,2008,3559,Stage 16 : Cuneo > Jausiers
16,2008,3559,Stage 17 : Embrun > L'Alpe-d'Huez
17,2008,3559,Stage 18 : Bourg-d'Oisans > Saint-Etienne
18,2008,3559,Stage 19 : Roanne > Montluçon
19,2008,3559,Stage 20 : Cérilly > Saint-Amand-Montrond
20,2008,3559,Stage 21 : Etampes > Paris Champs-Élysées
0,2009,3460,Stage 1 : Monaco > Monaco
1,2009,3460,Stage 2 : Monaco > Brignoles
2,2009,3460,Stage 3 : Marseille > La Grande-Motte
3,2009,3460,Stage 4 : Montpellier > Montpellier
4,2009,3460,Stage 5 : Le Cap d'Agde > Perpignan
5,2009,3460,Stage 6 : Gérone > Barcelone
6,2009,3460,Stage 7 : Barcelone > Andorre
7,2009,3460,Stage 8 : Andorre-la-Vieille > Saint-Girons
8,2009,3460,Stage 9 : Saint Gaudens > Tarbes
9,2009,3460,Stage 10 : Limoges > Issoudun
10,2009,3460,Stage 11 : Vatan > Saint-Fargeau
11,2009,3460,Stage 12 : Tonnerre > Vittel
12,2009,3460,Stage 13 : Vittel > Colmar
13,2009,3460,Stage 14 : Colmar > Besançon
14,2009,3460,Stage 15 : Pontarlier > Verbier
15,2009,3460,Stage 16 : Martigny > Bourg Saint Maurice
16,2009,3460,Stage 17 : Bourg Saint Maurice > le_grand_bornand
17,2009,3460,Stage 18 : Annecy > Annecy
18,2009,3460,Stage 19 : Bourgoin-Jallieu > Aubenas
19,2009,3460,Stage 20 : Montélimar > Mont Ventoux
20,2009,3460,Stage 21 : Montereau-Fault-Yonne > Paris Champs-Élysées
0,2010,3642,Prologue : Rotterdam > Rotterdam
1,2010,3642,Stage 1 : Rotterdam > Bruxelles
2,2010,3642,Stage 2 : Bruxelles > Spa
3,2010,3642,Stage 3 : Wanze > Arenberg Porte du Hainaut
4,2010,3642,Stage 4 : Cambrai > Reims
5,2010,3642,Stage 5 : Épernay > Montargis
6,2010,3642,Stage 6 : Montargis > Gueugnon
7,2010,3642,Stage 7 : Tournus > Station des Rousses
8,2010,3642,Stage 8 : Station des Rousses > Morzine
9,2010,3642,Stage 9 : Morzine > Saint-Jean-de-Maurienne
10,2010,3642,Stage 10 : Chambéry > Gap
11,2010,3642,Stage 11 : Sisteron > Bourg-lès-Valence
12,2010,3642,Stage 12 : Bourg-de-Péage > Mende
13,2010,3642,Stage 13 : Rodez > Revel
14,2010,3642,Stage 14 : Revel > Ax 3 Domaines
15,2010,3642,Stage 15 : Pamiers > Bagnères-de-Luchon
16,2010,3642,Stage 16 : Bagnères-de-Luchon > Pau
17,2010,3642,Stage 17 : Pau > Col du Tourmalet
18,2010,3642,Stage 18 : Salies-de-Béarn > Bordeaux
19,2010,3642,Stage 19 : Bordeaux > Pauillac
20,2010,3642,Stage 20 : Longjumeau > Paris Champs-Élysées
0,2011,3630,Stage 1 : Passage du Gois > Mont des Alouettes
1,2011,3630,Stage 2 : Les Essarts > Les Essarts
2,2011,3630,Stage 3 : Olonne-sur-Mer > Redon
3,2011,3630,Stage 4 : Lorient > Mûr-de-Bretagne Guerlédan
4,2011,3630,Stage 5 : Carhaix > Cap Fréhel
5,2011,3630,Stage 6 : Dinan > Lisieux
6,2011,3630,Stage 7 : Le Mans > Chateauroux
7,2011,3630,Stage 8 : Aigurande > Super-Besse Sancy
8,2011,3630,Stage 9 : Issoire > Saint-Flour
9,2011,3630,Stage 10 : Aurillac > Carmaux
10,2011,3630,Stage 11 : Blaye-les-Mines > Lavaur
11,2011,3630,Stage 12 : Cugnaux > Luz-Ardiden
12,2011,3630,Stage 13 : Pau > Lourdes
13,2011,3630,Stage 14 : Saint Gaudens > plateau_de_beille
14,2011,3630,Stage 15 : Limoux > Montpellier
15,2011,3630,Stage 16 : Saint-Paul -Trois-Châteaux > Gap
16,2011,3630,Stage 17 : Gap > Pinerolo
17,2011,3630,Stage 18 : Pinerolo > Galibier Serre-Chevalier
18,2011,3630,Stage 19 : Modane Valfréjus > L'Alpe-d'Huez
19,2011,3630,Stage 20 : Grenoble > Grenoble
20,2011,3630,Stage 21 : Créteil > Paris Champs-Élysées
0,2012,3497,Prologue : Liège > Liège
1,2012,3497,Stage 1 : Liège > Seraing
2,2012,3497,Stage 2 : Visé > Tournai
3,2012,3497,Stage 3 : Orchies > Boulogne-sur-Mer
4,2012,3497,Stage 4 : Abbeville > Rouen
5,2012,3497,Stage 5 : Rouen > St-Quentin
6,2012,3497,Stage 6 : Épernay > Metz
7,2012,3497,Stage 7 : Tomblaine > La Planche des Belles Filles
8,2012,3497,Stage 8 : Belfort > Porrentruy
9,2012,3497,Stage 9 : Arc-et-Senans > Besançon
10,2012,3497,Stage 10 : Macon > Bellegarde-sur-Valserine
11,2012,3497,Stage 11 : Albertville > La Toussuire
12,2012,3497,Stage 12 : Saint-Jean-de-Maurienne > Annonay Davézieux
13,2012,3497,Stage 13 : Saint-Paul -Trois-Châteaux > Le Cap d'Agde
14,2012,3497,Stage 14 : Limoux > Foix
15,2012,3497,Stage 15 : Samatan > Pau
16,2012,3497,Stage 16 : Pau > Bagnères-de-Luchon
17,2012,3497,Stage 17 : Bagnères-de-Luchon > Peyragudes
18,2012,3497,Stage 18 : Blagnac > Brive-la-Gaillarde
19,2012,3497,Stage 19 : Bonneval > Chartres
20,2012,3497,Stage 20 : Rambouillet > Paris Champs-Élysées
0,2013,3404,Stage 1 : porto_vecchio > Bastia
1,2013,3404,Stage 2 : Bastia > Ajaccio
2,2013,3404,Stage 3 : Ajaccio > Calvi
3,2013,3404,Stage 4 : Nice > Nice
4,2013,3404,Stage 5 : Cagnes-sur-Mer > Marseille
5,2013,3404,Stage 6 : Aix en Provence > Montpellier
6,2013,3404,Stage 7 : Montpellier > Albi
7,2013,3404,Stage 8 : Castres > Ax 3 Domaines
8,2013,3404,Stage 9 : Saint-Girons > Bagnères-de-Bigorre
9,2013,3404,Stage 10 : Saint-Gildas-des-Bois > Saint-Malo
10,2013,3404,Stage 11 : Avranches > Mont-Saint-Michel
11,2013,3404,Stage 12 : Fougères > Tours
12,2013,3404,Stage 13 : Tours > Saint-Amand-Montrond
13,2013,3404,Stage 14 : Saint-Pourçain-sur-Sioule > Lyon
14,2013,3404,Stage 15 : Givors > Mont Ventoux
15,2013,3404,Stage 16 : Vaison-la-Romaine > Gap
16,2013,3404,Stage 17 : Embrun > Chorges
17,2013,3404,Stage 18 : Gap > Alpe d'Huez
18,2013,3404,Stage 19 : Bourg-d'Oisans > le_grand_bornand
19,2013,3404,Stage 20 : Annecy > Annecy - Semnoz
20,2013,3404,Stage 21 : Versailles > Paris Champs-Élysées
0,2014,3659,Stage 1 : Leeds > Harrogate
1,2014,3659,Stage 2 : York > Sheffield
2,2014,3659,Stage 3 : Cambridge > Londres
3,2014,3659,Stage 4 : Le Touquet-Paris-Plage > Lille
4,2014,3659,Stage 5 : Ypres > Arenberg Porte du Hainaut
5,2014,3659,Stage 6 : Arras Citadelle > Reims
6,2014,3659,Stage 7 : Épernay > Nancy
7,2014,3659,Stage 8 : Tomblaine > Gérardmer
8,2014,3659,Stage 9 : Gérardmer > Mulhouse
9,2014,3659,Stage 10 : Mulhouse > La Planche des Belles Filles
10,2014,3659,Stage 11 : Besançon > Oyonnax
11,2014,3659,Stage 12 : Bourg-en-Bresse > Saint-Etienne
12,2014,3659,Stage 13 : Saint-Etienne > Chamrousse
13,2014,3659,Stage 14 : Grenoble > Risoul
14,2014,3659,Stage 15 : Tallard > Nîmes
15,2014,3659,Stage 16 : Carcassonne > Bagnères-de-Luchon
16,2014,3659,Stage 17 : Saint Gaudens > Saint-Lary-Soulan Col du Portet
17,2014,3659,Stage 18 : Pau > Hautacam
18,2014,3659,Stage 19 : Maubourguet Pays du Val d'Adour > Bergerac
19,2014,3659,Stage 20 : Bergerac > Périgueux
20,2014,3659,Stage 21 : Evry > Paris Champs-Élysées
0,2015,3354,Stage 1 : Utrecht > Utrecht
1,2015,3354,Stage 2 : Utrecht > Zélande
2,2015,3354,Stage 3 : Anvers > Huy
3,2015,3354,Stage 4 : Seraing > Cambrai
4,2015,3354,Stage 5 : Arras Communauté Urbaine > Amiens
5,2015,3354,Stage 6 : Abbeville > Le Havre
6,2015,3354,Stage 7 : Livarot > Fougères
7,2015,3354,Stage 8 : Rennes > Mûr-de-Bretagne Guerlédan
8,2015,3354,Stage 9 : Vannes > Plumelec
9,2015,3354,Stage 10 : Tarbes > La Pierre-Saint-Martin
10,2015,3354,Stage 11 : Pau > Cauterets
11,2015,3354,Stage 12 : Lannemezan > plateau_de_beille
12,2015,3354,Stage 13 : Muret > Rodez
13,2015,3354,Stage 14 : Rodez > Mende
14,2015,3354,Stage 15 : Mende > Valence
15,2015,3354,Stage 16 : Bourg-de-Péage > Gap
16,2015,3354,Stage 17 : Digne-les-Bains > Pra Loup
17,2015,3354,Stage 18 : Gap > Saint-Jean-de-Maurienne
18,2015,3354,Stage 19 : Saint-Jean-de-Maurienne > La Toussuire
19,2015,3354,Stage 20 : Modane Valfréjus > Alpe d'Huez
20,2015,3354,Stage 21 : Sèvres - Grand Paris Seine Ouest > Paris Champs-Élysées
0,2016,3525,Stage 1 : Mont-Saint-Michel > Utah Beach Sainte-Marie-du-Mont
1,2016,3525,Stage 2 : Saint-Lô > Cherbourg-en-Cotentin
2,2016,3525,Stage 3 : Granville > Angers
3,2016,3525,Stage 4 : Saumur > Limoges
4,2016,3525,Stage 5 : Limoges > Le Lioran
5,2016,3525,Stage 6 : Arpajon-sur-Cère > Montauban
6,2016,3525,Stage 7 : L'Isle-Jourdain > Lac de Payolle
7,2016,3525,Stage 8 : Pau > Bagnères-de-Luchon
8,2016,3525,Stage 9 : Vielha Val d'Aran > Andorre
9,2016,3525,Stage 10 : Escaldes-Engordany > Revel
10,2016,3525,Stage 11 : Carcassonne > Montpellier
11,2016,3525,Stage 12 : Montpellier > Mont Ventoux
12,2016,3525,Stage 13 : Bourg-Saint-Andéol > La Caverne du Pont-d'Arc
13,2016,3525,Stage 14 : Montélimar > Villars-les-Dombes Parc des Oiseaux
14,2016,3525,Stage 15 : Bourg-en-Bresse > Culoz
15,2016,3525,Stage 16 : Moirans-en-Montagne > Berne
16,2016,3525,Stage 17 : Berne > Finhaut-Emosson
17,2016,3525,Stage 18 : Sallanches > Megève
18,2016,3525,Stage 19 : Albertville > Saint-Gervais Mont-Blanc
19,2016,3525,Stage 20 : Megève > Morzine
20,2016,3525,Stage 21 : Chantilly > Paris Champs-Élysées
0,2017,3540,Stage 1 : Düsseldorf > Düsseldorf
1,2017,3540,Stage 2 : Düsseldorf > Liège
2,2017,3540,Stage 3 : Verviers > Longwy
3,2017,3540,Stage 4 : Mondorf-les-Bains > Vittel
4,2017,3540,Stage 5 : Vittel > La Planche des Belles Filles
5,2017,3540,Stage 6 : Vesoul > Troyes
6,2017,3540,Stage 7 : Troyes > Nuits-Saint-Georges
7,2017,3540,Stage 8 : Dole > Station des Rousses
8,2017,3540,Stage 9 : Nantua > Chambéry
9,2017,3540,Stage 10 : Périgueux > Bergerac
10,2017,3540,Stage 11 : Eymet > Pau
11,2017,3540,Stage 12 : Pau > Peyragudes
12,2017,3540,Stage 13 : Saint-Girons > Foix
13,2017,3540,Stage 14 : Blagnac > Rodez
14,2017,3540,Stage 15 : Laissac-Sévérac l'Église > Le Puy-en-Velay
15,2017,3540,Stage 16 : Le Puy-en-Velay > Romans-sur-Isère
16,2017,3540,Stage 17 : La Mure > Serre-Chevalier
17,2017,3540,Stage 18 : Briançon > Izoard
18,2017,3540,Stage 19 : Embrun > Salon-de-Provence
19,2017,3540,Stage 20 : Marseille > Marseille
20,2017,3540,Stage 21 : Montgeron > Paris Champs-Élysées
0,2018,3349,Stage 1 : Noirmoutier-en-l'Île > Fontenay-le-Comte
1,2018,3349,Stage 2 : Mouilleron-Saint-Germain > La Roche-sur-Yon
2,2018,3349,Stage 3 : Cholet > Cholet
3,2018,3349,Stage 4 : La Baule > Sarzeau
4,2018,3349,Stage 5 : Lorient > Quimper
5,2018,3349,Stage 6 : Brest > Mûr-de-Bretagne Guerlédan
6,2018,3349,Stage 7 : Fougères > Chartres
7,2018,3349,Stage 8 : Dreux > Amiens
8,2018,3349,Stage 9 : Arras Citadelle > Roubaix
9,2018,3349,Stage 10 : Annecy > Le Grand-Bornand
10,2018,3349,Stage 11 : Albertville > La Rosière Espace San Bernardo
11,2018,3349,Stage 12 : Bourg-Saint-Maurice Les Arcs > Alpe d'Huez
12,2018,3349,Stage 13 : Le Bourg d'Oisans > Valence
13,2018,3349,Stage 14 : Saint-Paul-Trois-Châteaux > Mende
14,2018,3349,Stage 15 : Millau > Carcassonne
15,2018,3349,Stage 16 : Carcassonne > Bagnères-de-Luchon
16,2018,3349,Stage 17 : Bagnères-de-Luchon > Saint-Lary-Soulan Col du Portet
17,2018,3349,Stage 18 : Trie-sur-Baïse > Pau
18,2018,3349,Stage 19 : Lourdes > Laruns
19,2018,3349,Stage 20 : Saint-Pée-sur-Nivelle > Espelette
20,2018,3349,Stage 21 : Houilles > Paris Champs-Élysées
0,2019,3366,Stage 1 : Bruxelles > Brussel
1,2019,3366,Stage 2 : Bruxelles Palais Royal > Brussel Atomium
2,2019,3366,Stage 3 : Binche > Épernay
3,2019,3366,Stage 4 : Reims > Nancy
4,2019,3366,Stage 5 : Saint-Dié-des-Vosges > Colmar
5,2019,3366,Stage 6 : Mulhouse > La Planche des Belles Filles
6,2019,3366,Stage 7 : Belfort > Chalon-sur-Saône
7,2019,3366,Stage 8 : Mâcon > Saint-Étienne
8,2019,3366,Stage 9 : Saint-Étienne > Brioude
9,2019,3366,Stage 10 : Saint-Flour > Albi
10,2019,3366,Stage 11 : Albi > Toulouse
11,2019,3366,Stage 12 : Toulouse > Bagnères-de-Bigorre
12,2019,3366,Stage 13 : Pau > Pau
13,2019,3366,Stage 14 : Tarbes > Tourmalet Barèges
14,2019,3366,Stage 15 : Limoux > Foix Prat d'Albis
15,2019,3366,Stage 16 : Nîmes > Nîmes
16,2019,3366,Stage 17 : Pont du Gard > Gap
17,2019,3366,Stage 18 : Embrun > Valloire
18,2019,3366,Stage 19 : Saint-Jean-de-Maurienne > Tignes
19,2019,3366,Stage 20 : Albertville > Val Thorens
20,2019,3366,Stage 21 : Rambouillet > Paris Champs-Élysées
0,2020,3483,Stage 1 : Nice Moyen Pays > Nice
1,2020,3483,Stage 2 : Nice Haut Pays > Nice
2,2020,3483,Stage 3 : Nice > Sisteron
3,2020,3483,Stage 4 : Sisteron > Orcières-Merlette
4,2020,3483,Stage 5 : Gap > Privas
5,2020,3483,Stage 6 : Le Teil > Mont Aigoual
6,2020,3483,Stage 7 : Millau > Lavaur
7,2020,3483,Stage 8 : Cazères-sur-Garonne > Loudenvielle
8,2020,3483,Stage 9 : Pau > Laruns
9,2020,3483,Stage 10 : Île d'Oléron Le Château-d'Oléron > Île de Ré Saint-Martin-de-Ré
10,2020,3483,Stage 11 : Châtelaillon-Plage > Poitiers
11,2020,3483,Stage 12 : Chauvigny > Sarran Corrèze
12,2020,3483,Stage 13 : Châtel-Guyon > Puy Mary Cantal
13,2020,3483,Stage 14 : Clermont-Ferrand > Lyon
14,2020,3483,Stage 15 : Lyon > Grand Colombier
15,2020,3483,Stage 16 : La Tour-du-Pin > Villard-de-Lans
16,2020,3483,Stage 17 : Grenoble > Méribel Col de la Loze
17,2020,3483,Stage 18 : Méribel > La Roche-sur-Foron
18,2020,3483,Stage 19 : Bourg-en-Bresse > Champagnole
19,2020,3483,Stage 20 : Lure > La Planche des Belles Filles
20,2020,3483,Stage 21 : Mantes-la-Jolie > Paris Champs-Élysées
0,2021,3383,Stage 1 : Brest > Landerneau
1,2021,3383,Stage 2 : Perros-Guirec > Mûr-de-Bretagne Guerlédan
2,2021,3383,Stage 3 : Lorient > Pontivy
3,2021,3383,Stage 4 : Redon > Fougères
4,2021,3383,Stage 5 : Changé > Laval Espace Mayenne
5,2021,3383,Stage 6 : Tours > Châteauroux
6,2021,3383,Stage 7 : Vierzon > Le Creusot
7,2021,3383,Stage 8 : Oyonnax > Le Grand-Bornand
8,2021,3383,Stage 9 : Cluses > Tignes
9,2021,3383,Stage 10 : Albertville > Valence
10,2021,3383,Stage 11 : Sorgues > Malaucène
11,2021,3383,Stage 12 : Saint-Paul-Trois-Châteaux > Nîmes
12,2021,3383,Stage 13 : Nîmes > Carcassonne
13,2021,3383,Stage 14 : Carcassonne > Quillan
14,2021,3383,Stage 15 : Céret > Andorre-la-Vieille
15,2021,3383,Stage 16 : Pas de la Case > Saint-Gaudens
16,2021,3383,Stage 17 : Muret > Saint-Lary-Soulan Col du Portet
17,2021,3383,Stage 18 : Pau > Luz Ardiden
18,2021,3383,Stage 19 : Mourenx > Libourne
19,2021,3383,Stage 20 : Libourne > Saint-Emilion
20,2021,3383,Stage 21 : Chatou > Paris Champs-Élysées
0,2022,3328,Stage 1 : Copenhague > Copenhague
1,2022,3328,Stage 2 : Roskilde > Nyborg
2,2022,3328,Stage 3 : Vejle > Sønderborg
3,2022,3328,Stage 1 : Transfert > Transfert
4,2022,3328,Stage 4 : Dunkerque > Calais
5,2022,3328,Stage 5 : Lille Métropole > Arenberg Porte du Hainaut
6,2022,3328,Stage 6 : Binche > Longwy
7,2022,3328,Stage 7 : Tomblaine > La Super Planche des Belles Filles
8,2022,3328,Stage 8 : Dole > Lausanne
9,2022,3328,Stage 9 : Aigle > Châtel Les Portes du Soleil
10,2022,3328,Stage 10 : Morzine Les Portes du Soleil > Megève
11,2022,3328,Stage 11 : Albertville > Col du Granon Serre Chevalier
12,2022,3328,Stage 12 : Briançon > Alpe d'Huez
13,2022,3328,Stage 13 : Le Bourg d'Oisans > Saint-Étienne
14,2022,3328,Stage 14 : Saint-Étienne > Mende
15,2022,3328,Stage 15 : Rodez > Carcassonne
16,2022,3328,Stage 16 : Carcassonne > Foix
17,2022,3328,Stage 17 : Saint-Gaudens > Peyragudes
18,2022,3328,Stage 18 : Lourdes > Hautacam
19,2022,3328,Stage 19 : Castelnau-Magnoac > Cahors
20,2022,3328,Stage 20 : Lacapelle-Marival > Rocamadour
21,2022,3328,Stage 21 : Paris La Défense Arena > Paris Champs-Élysées
0,2023,3404,Stage 1 : Bilbao > Bilbao
1,2023,3404,Stage 2 : Vitoria-Gasteiz > Saint-Sébastien
2,2023,3404,Stage 3 : Amorebieta-Etxano > Bayonne
3,2023,3404,Stage 4 : Dax > Nogaro
4,2023,3404,Stage 5 : Pau > Laruns
5,2023,3404,Stage 6 : Tarbes > Cauterets-Cambasque
6,2023,3404,Stage 7 : Mont-de-Marsan > Bordeaux
7,2023,3404,Stage 8 : Libourne > Limoges
8,2023,3404,Stage 9 : Saint-Léonard-de-Noblat > Puy de Dôme
9,2023,3404,Stage 10 : Vulcania > Issoire
10,2023,3404,Stage 11 : Clermont-Ferrand > Moulins
11,2023,3404,Stage 12 : Roanne > Belleville-en-Beaujolais
12,2023,3404,Stage 13 : Châtillon-sur-Chalaronne > Grand Colombier
13,2023,3404,Stage 14 : Annemasse > Morzine Les Portes du Soleil
14,2023,3404,Stage 15 : Les Gets les portes du soleil > Saint-Gervais Mont-Blanc
15,2023,3404,Stage 16 : Passy > Combloux
16,2023,3404,Stage 17 : Saint-Gervais Mont-Blanc > Courchevel
17,2023,3404,Stage 18 : Moûtiers > Bourg-en-Bresse
18,2023,3404,Stage 19 : Moirans-en-Montagne > Poligny
19,2023,3404,Stage 20 : Belfort > Le Markstein Fellering
20,2023,3404,Stage 21 : Saint-Quentin-en-Yvelines > Paris Champs-Élysées
